Period;Day_type;Zone;Home_Zone;Activity_Zone;PresenceType;Social-professional groups;Volume
202004;JO;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;NR;4557
202004;JO;Haut-Lomami;Hors_Zone;Haut-Lomami;Nuit;NR;1103
202004;JO;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;NR;9522
202004;JO;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;NR;2729
202004;JO;Haut-Uele;Hors_Zone;Haut-Uele;Jour;NR;41
202004;JO;Haut-Uele;Hors_Zone;Hors_Zone;Jour;NR;1154
202004;JO;Haut-Uele;Hors_Zone;Hors_Zone;Nuit;NR;356
202004;JO;Ituri;Hors_Zone;Hors_Zone;Jour;NR;6814
202004;JO;Ituri;Hors_Zone;Hors_Zone;Nuit;NR;2195
202004;JO;Ituri;Hors_Zone;Ituri;Jour;NR;3952
202004;JO;Ituri;Hors_Zone;Ituri;Nuit;NR;797
202004;JO;Ituri;Ituri;Hors_Zone;Jour;NR;117
202004;JO;Ituri;Ituri;Hors_Zone;Nuit;NR;115
202004;JO;Ituri;Ituri;Ituri;Jour;NR;4305
202004;JO;Ituri;Ituri;Ituri;Nuit;NR;3082
202004;JO;Ituri;Nord-Kivu;Hors_Zone;Jour;NR;42
202004;JO;Ituri;Nord-Kivu;Hors_Zone;Nuit;NR;42
202004;JO;Kasai;Hors_Zone;Hors_Zone;Jour;NR;7747
202004;JO;Kasai;Hors_Zone;Hors_Zone;Nuit;NR;2652
202004;JO;Kasai;Hors_Zone;Kasai;Jour;NR;2708
202004;JO;Kasai;Hors_Zone;Kasai;Nuit;NR;290
202004;JO;Kasai;Kasai;Hors_Zone;Jour;NR;299
202004;JO;Kasai;Kasai;Hors_Zone;Nuit;NR;338
202004;JO;Kasai;Kasai;Kasai;Jour;NR;2095
202004;JO;Kasai;Kasai;Kasai;Nuit;NR;1412
202004;JO;Kasai;Kasai-Central;Kasai-Central;Jour;NR;200
202004;JO;Kasai;Kasai-Central;Kasai-Central;Nuit;NR;203
202004;JO;Kasai-Central;Hors_Zone;Hors_Zone;Jour;NR;13992
202004;JO;Kasai-Central;Hors_Zone;Hors_Zone;Nuit;NR;3436
202004;JO;Kasai-Central;Hors_Zone;Kasai-Central;Jour;NR;7774
202004;JO;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;NR;1830
202004;JO;Kasai-Central;Kasai-Central;Hors_Zone;Jour;NR;117
202004;JO;Kasai-Central;Kasai-Central;Hors_Zone;Nuit;NR;151
202004;JO;Kasai-Central;Kasai-Central;Kasai-Central;Jour;NR;7625
202004;JO;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;NR;5746
202004;JO;Kasai-Central;Lomami;Hors_Zone;Jour;NR;80
202004;JO;Kasai-Central;Lomami;Hors_Zone;Nuit;NR;81
202004;JO;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;NR;45354
202004;JO;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;NR;18601
202004;JO;Kasai-Oriental;Hors_Zone;Kasai-Central;Jour;NR;80
202004;JO;Kasai-Oriental;Hors_Zone;Kasai-Central;Nuit;NR;81
202004;JO;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;NR;20262
202004;JO;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;NR;6106
202004;JO;Kasai-Oriental;Hors_Zone;Lomami;Jour;NR;153
202004;JO;Kasai-Oriental;Hors_Zone;Lomami;Nuit;NR;160
202004;JO;Kasai-Oriental;Kasai-Central;Hors_Zone;Nuit;NR;41
202004;JO;Kasai-Oriental;Kasai-Central;Kasai-Central;Jour;NR;159
202004;JO;Kasai-Oriental;Kasai-Central;Kasai-Central;Nuit;NR;118
202004;JO;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Jour;NR;2172
202004;JO;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Nuit;NR;2149
202004;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;NR;22346
202004;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;NR;18407
202004;JO;Kasai-Oriental;Kasai-Oriental;Lomami;Jour;NR;42
202004;JO;Kasai-Oriental;Kasai-Oriental;Lomami;Nuit;NR;42
202004;JO;Kasai-Oriental;Lomami;Hors_Zone;Jour;NR;37
202004;JO;Kasai-Oriental;Lomami;Kasai-Oriental;Jour;NR;79
202004;JO;Kasai-Oriental;Lomami;Kasai-Oriental;Nuit;NR;40
202004;JO;Kasai-Oriental;Lomami;Lomami;Jour;NR;163
202004;JO;Kasai-Oriental;Lomami;Lomami;Nuit;NR;41
202004;JO;Kinshasa;Equateur;Equateur;Jour;NR;112
202004;JO;Kinshasa;Equateur;Equateur;Nuit;NR;112
202004;JO;Kinshasa;Haut-Katanga;Haut-Katanga;Jour;NR;200
202004;JO;Kinshasa;Haut-Katanga;Haut-Katanga;Nuit;NR;200
202004;JO;Kinshasa;Hors_Zone;Haut-Katanga;Jour;NR;200
202004;JO;Kinshasa;Hors_Zone;Haut-Katanga;Nuit;NR;80
202004;JO;Kinshasa;Hors_Zone;Hors_Zone;Jour;NR;240793
202004;JO;Kinshasa;Hors_Zone;Hors_Zone;Nuit;NR;97889
202004;JO;Kinshasa;Hors_Zone;Kinshasa;Jour;NR;91200
202004;JO;Kinshasa;Hors_Zone;Kinshasa;Nuit;NR;29686
202004;JO;Kinshasa;Hors_Zone;Kongo-Central;Jour;NR;1405
202004;JO;Kinshasa;Hors_Zone;Kongo-Central;Nuit;NR;884
202004;JO;Kinshasa;Hors_Zone;Kwilu;Jour;NR;41
202004;JO;Kinshasa;Kinshasa;Hors_Zone;Jour;NR;8807
202004;JO;Kinshasa;Kinshasa;Hors_Zone;Nuit;NR;10646
202004;JO;Kinshasa;Kinshasa;Kinshasa;Jour;NR;262300
202004;JO;Kinshasa;Kinshasa;Kinshasa;Nuit;NR;228176
202004;JO;Kinshasa;Kinshasa;Kongo-Central;Jour;NR;484
202004;JO;Kinshasa;Kinshasa;Kongo-Central;Nuit;NR;524
202004;JO;Kinshasa;Kongo-Central;Hors_Zone;Jour;NR;394
202004;JO;Kinshasa;Kongo-Central;Hors_Zone;Nuit;NR;198
202004;JO;Kinshasa;Kongo-Central;Kinshasa;Jour;NR;928
202004;JO;Kinshasa;Kongo-Central;Kinshasa;Nuit;NR;725
202004;JO;Kinshasa;Kongo-Central;Kongo-Central;Jour;NR;12548
202004;JO;Kinshasa;Kongo-Central;Kongo-Central;Nuit;NR;11153
202004;JO;Kongo-Central;Hors_Zone;Hors_Zone;Jour;NR;245343
202004;JO;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;NR;129356
202004;JO;Kongo-Central;Hors_Zone;Kinshasa;Jour;NR;837
202004;JO;Kongo-Central;Hors_Zone;Kinshasa;Nuit;NR;366
202004;JO;Kongo-Central;Hors_Zone;Kongo-Central;Jour;NR;209870
202004;JO;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;NR;81293
202004;JO;Kongo-Central;Kinshasa;Hors_Zone;Jour;NR;266
202004;JO;Kongo-Central;Kinshasa;Hors_Zone;Nuit;NR;189
202004;JO;Kongo-Central;Kinshasa;Kinshasa;Jour;NR;11068
202004;JO;Kongo-Central;Kinshasa;Kinshasa;Nuit;NR;9866
202004;JO;Kongo-Central;Kinshasa;Kongo-Central;Jour;NR;1485
202004;JO;Kongo-Central;Kinshasa;Kongo-Central;Nuit;NR;1341
202004;JO;Kongo-Central;Kongo-Central;Hors_Zone;Jour;NR;28917
202004;JO;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;NR;37683
202004;JO;Kongo-Central;Kongo-Central;Kinshasa;Jour;NR;1949
202004;JO;Kongo-Central;Kongo-Central;Kinshasa;Nuit;NR;2030
202004;JO;Kongo-Central;Kongo-Central;Kongo-Central;Jour;NR;3438786
202004;JO;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;NR;3038905
202004;JO;Kongo-Central;Sud-Kivu;Sud-Kivu;Jour;NR;35
202004;JO;Kongo-Central;Sud-Kivu;Sud-Kivu;Nuit;NR;35
202004;JO;Kwango;Hors_Zone;Hors_Zone;Jour;NR;903
202004;JO;Kwango;Hors_Zone;Hors_Zone;Nuit;NR;199
202004;JO;Kwango;Hors_Zone;Kwango;Jour;NR;199
202004;JO;Kwango;Hors_Zone;Kwango;Nuit;NR;81
202004;JO;Kwilu;Hors_Zone;Hors_Zone;Jour;NR;6690
202004;JO;Kwilu;Hors_Zone;Hors_Zone;Nuit;NR;1499
202004;JO;Kwilu;Hors_Zone;Kasai;Jour;NR;41
202004;JO;Kwilu;Hors_Zone;Kwilu;Jour;NR;2615
202004;JO;Kwilu;Hors_Zone;Kwilu;Nuit;NR;636
202004;JO;Kwilu;Kwilu;Hors_Zone;Jour;NR;74
202004;JO;Kwilu;Kwilu;Hors_Zone;Nuit;NR;39
202004;JO;Kwilu;Kwilu;Kwilu;Jour;NR;867
202004;JO;Kwilu;Kwilu;Kwilu;Nuit;NR;658
202004;JO;Lomami;Haut-Katanga;Haut-Katanga;Jour;NR;40
202004;JO;Lomami;Haut-Katanga;Haut-Katanga;Nuit;NR;40
202004;JO;Lomami;Hors_Zone;Hors_Zone;Jour;NR;24495
202004;JO;Lomami;Hors_Zone;Hors_Zone;Nuit;NR;10519
202004;JO;Lomami;Hors_Zone;Kasai-Oriental;Jour;NR;160
202004;JO;Lomami;Hors_Zone;Kasai-Oriental;Nuit;NR;80
202004;JO;Lomami;Hors_Zone;Lomami;Jour;NR;11009
202004;JO;Lomami;Hors_Zone;Lomami;Nuit;NR;3043
202004;JO;Lomami;Kasai-Oriental;Hors_Zone;Jour;NR;82
202004;JO;Lomami;Kasai-Oriental;Kasai-Oriental;Jour;NR;325
202004;JO;Lomami;Kasai-Oriental;Kasai-Oriental;Nuit;NR;197
202004;JO;Lomami;Kasai-Oriental;Lomami;Jour;NR;41
202004;JO;Lomami;Lomami;Hors_Zone;Jour;NR;1244
202004;JO;Lomami;Lomami;Hors_Zone;Nuit;NR;1340
202004;JO;Lomami;Lomami;Kasai-Oriental;Nuit;NR;39
202004;JO;Lomami;Lomami;Lomami;Jour;NR;14421
202004;JO;Lomami;Lomami;Lomami;Nuit;NR;11888
202004;JO;Lualaba;Haut-Katanga;Haut-Katanga;Jour;NR;3410
202004;JO;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;NR;2296
202004;JO;Lualaba;Haut-Katanga;Lualaba;Jour;NR;457
202004;JO;Lualaba;Haut-Katanga;Lualaba;Nuit;NR;227
202004;JO;Lualaba;Hors_Zone;Haut-Katanga;Jour;NR;1186
202004;JO;Lualaba;Hors_Zone;Haut-Katanga;Nuit;NR;597
202004;JO;Lualaba;Hors_Zone;Hors_Zone;Jour;NR;43143
202004;JO;Lualaba;Hors_Zone;Hors_Zone;Nuit;NR;15898
202004;JO;Lualaba;Hors_Zone;Lualaba;Jour;NR;34350
202004;JO;Lualaba;Hors_Zone;Lualaba;Nuit;NR;9565
202004;JO;Lualaba;Lualaba;Haut-Katanga;Jour;NR;393
202004;JO;Lualaba;Lualaba;Haut-Katanga;Nuit;NR;387
202004;JO;Lualaba;Lualaba;Hors_Zone;Jour;NR;2385
202004;JO;Lualaba;Lualaba;Hors_Zone;Nuit;NR;2893
202004;JO;Lualaba;Lualaba;Lualaba;Jour;NR;169557
202004;JO;Lualaba;Lualaba;Lualaba;Nuit;NR;160948
202004;JO;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;NR;2251
202004;JO;Mai-Ndombe;Hors_Zone;Hors_Zone;Nuit;NR;781
202004;JO;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Jour;NR;442
202004;JO;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Nuit;NR;245
202004;JO;Mai-Ndombe;Mai-Ndombe;Hors_Zone;Nuit;NR;40
202004;JO;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Jour;NR;160
202004;JO;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Nuit;NR;160
202004;JO;Maniema;Hors_Zone;Hors_Zone;Jour;NR;2567
202004;JO;Maniema;Hors_Zone;Hors_Zone;Nuit;NR;937
202004;JO;Maniema;Hors_Zone;Maniema;Jour;NR;1193
202004;JO;Maniema;Hors_Zone;Maniema;Nuit;NR;392
202004;JO;Maniema;Maniema;Hors_Zone;Jour;NR;74
202004;JO;Maniema;Maniema;Hors_Zone;Nuit;NR;74
202004;JO;Maniema;Maniema;Maniema;Jour;NR;1256
202004;JO;Maniema;Maniema;Maniema;Nuit;NR;1183
202004;JO;Mongala;Hors_Zone;Hors_Zone;Jour;NR;2838
202004;JO;Mongala;Hors_Zone;Hors_Zone;Nuit;NR;1198
202004;JO;Mongala;Hors_Zone;Mongala;Jour;NR;803
202004;JO;Mongala;Hors_Zone;Mongala;Nuit;NR;220
202004;JO;Mongala;Mongala;Hors_Zone;Jour;NR;76
202004;JO;Mongala;Mongala;Hors_Zone;Nuit;NR;121
202004;JO;Mongala;Mongala;Mongala;Jour;NR;1217
202004;JO;Mongala;Mongala;Mongala;Nuit;NR;1016
202004;JO;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;NR;67572
202004;JO;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;21415
202004;JO;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;NR;48676
202004;JO;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;NR;11666
202004;JO;Nord-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;78
202004;JO;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;NR;3109
202004;JO;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;NR;4160
202004;JO;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;55599
202004;JO;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;42738
202004;JO;Nord-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;157
202004;JO;Nord-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NR;119
202004;JO;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;1724
202004;JO;Nord-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;874
202004;JO;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Jour;NR;669
202004;JO;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Nuit;NR;161
202004;JO;Nord-Ubangi;Nord-Ubangi;Hors_Zone;Jour;NR;41
202004;JO;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Jour;NR;451
202004;JO;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Nuit;NR;324
202004;JO;Sankuru;Hors_Zone;Hors_Zone;Jour;NR;1332
202004;JO;Sankuru;Hors_Zone;Hors_Zone;Nuit;NR;406
202004;JO;Sankuru;Hors_Zone;Sankuru;Jour;NR;393
202004;JO;Sankuru;Hors_Zone;Sankuru;Nuit;NR;82
202004;JO;Sankuru;Sankuru;Sankuru;Jour;NR;161
202004;JO;Sankuru;Sankuru;Sankuru;Nuit;NR;123
202004;JO;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;NR;64542
202004;JO;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;23482
202004;JO;Sud-Kivu;Hors_Zone;Nord-Kivu;Jour;NR;82
202004;JO;Sud-Kivu;Hors_Zone;Nord-Kivu;Nuit;NR;41
202004;JO;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;35383
202004;JO;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;NR;10123
202004;JO;Sud-Kivu;Nord-Kivu;Hors_Zone;Jour;NR;41
202004;JO;Sud-Kivu;Nord-Kivu;Hors_Zone;Nuit;NR;40
202004;JO;Sud-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;159
202004;JO;Sud-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;156
202004;JO;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;NR;3219
202004;JO;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;NR;3692
202004;JO;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;48379
202004;JO;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NR;38651
202004;JO;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;2423
202004;JO;Sud-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;599
202004;JO;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;NR;569
202004;JO;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Nuit;NR;243
202004;JO;Sud-Ubangi;Sud-Ubangi;Hors_Zone;Jour;NR;41
202004;JO;Sud-Ubangi;Sud-Ubangi;Hors_Zone;Nuit;NR;113
202004;JO;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Jour;NR;276
202004;JO;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Nuit;NR;195
202004;JO;Tanganyika;Hors_Zone;Hors_Zone;Jour;NR;5513
202004;JO;Tanganyika;Hors_Zone;Hors_Zone;Nuit;NR;1273
202004;JO;Tanganyika;Hors_Zone;Tanganyika;Jour;NR;1919
202004;JO;Tanganyika;Hors_Zone;Tanganyika;Nuit;NR;511
202004;JO;Tanganyika;Tanganyika;Hors_Zone;Jour;NR;98
202004;JO;Tanganyika;Tanganyika;Hors_Zone;Nuit;NR;98
202004;JO;Tanganyika;Tanganyika;Tanganyika;Jour;NR;720
202004;JO;Tanganyika;Tanganyika;Tanganyika;Nuit;NR;568
202004;JO;Tshopo;Hors_Zone;Hors_Zone;Jour;NR;23434
202004;JO;Tshopo;Hors_Zone;Hors_Zone;Nuit;NR;12232
202004;JO;Tshopo;Hors_Zone;Tshopo;Jour;NR;16375
202004;JO;Tshopo;Hors_Zone;Tshopo;Nuit;NR;4432
202004;JO;Tshopo;Ituri;Ituri;Jour;NR;76
202004;JO;Tshopo;Ituri;Ituri;Nuit;NR;76
202004;JO;Tshopo;Tshopo;Hors_Zone;Jour;NR;1622
202004;JO;Tshopo;Tshopo;Hors_Zone;Nuit;NR;1897
202004;JO;Tshopo;Tshopo;Ituri;Nuit;NR;41
202004;JO;Tshopo;Tshopo;Tshopo;Jour;NR;18116
202004;JO;Tshopo;Tshopo;Tshopo;Nuit;NR;14959
202004;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;NR;674
202004;JO;Tshuapa;Hors_Zone;Hors_Zone;Nuit;NR;242
202004;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;NR;189
202004;JO;Tshuapa;Tshuapa;Hors_Zone;Jour;NR;39
202004;JO;Tshuapa;Tshuapa;Hors_Zone;Nuit;NR;119
202004;JO;Tshuapa;Tshuapa;Tshuapa;Jour;NR;76
202004;JO;Tshuapa;Tshuapa;Tshuapa;Nuit;NR;76
202004;WE;Bas-Uele;Bas-Uele;Bas-Uele;Jour;NR;78
202004;WE;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;NR;78
202004;WE;Bas-Uele;Hors_Zone;Bas-Uele;Jour;NR;199
202004;WE;Bas-Uele;Hors_Zone;Hors_Zone;Jour;NR;450
202004;WE;Bas-Uele;Hors_Zone;Hors_Zone;Nuit;NR;158
202004;WE;Equateur;Equateur;Equateur;Jour;NR;967
202004;WE;Equateur;Equateur;Equateur;Nuit;NR;876
202004;WE;Equateur;Equateur;Hors_Zone;Jour;NR;79
202004;WE;Equateur;Equateur;Hors_Zone;Nuit;NR;169
202004;WE;Equateur;Hors_Zone;Equateur;Jour;NR;162
202004;WE;Equateur;Hors_Zone;Equateur;Nuit;NR;78
202004;WE;Equateur;Hors_Zone;Hors_Zone;Jour;NR;2928
202004;WE;Equateur;Hors_Zone;Hors_Zone;Nuit;NR;1685
202004;WE;Equateur;Kinshasa;Kinshasa;Jour;NR;38
202004;WE;Equateur;Mongala;Mongala;Jour;NR;45
202004;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;NR;386222
202004;WE;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;NR;278913
202004;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;NR;8237
202004;WE;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;NR;8021
202004;WE;Haut-Katanga;Haut-Katanga;Lualaba;Jour;NR;127
202004;WE;Haut-Katanga;Haut-Katanga;Lualaba;Nuit;NR;163
202004;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;NR;141276
202004;WE;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;NR;35124
202004;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;NR;80377
202004;WE;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;NR;27777
202004;WE;Haut-Katanga;Hors_Zone;Lualaba;Jour;NR;432
202004;WE;Haut-Katanga;Hors_Zone;Lualaba;Nuit;NR;233
202004;WE;Haut-Katanga;Lualaba;Haut-Katanga;Jour;NR;78
202004;WE;Haut-Katanga;Lualaba;Haut-Katanga;Nuit;NR;38
202004;WE;Haut-Katanga;Lualaba;Hors_Zone;Jour;NR;83
202004;WE;Haut-Katanga;Lualaba;Hors_Zone;Nuit;NR;83
202004;WE;Haut-Katanga;Lualaba;Lualaba;Jour;NR;855
202004;WE;Haut-Katanga;Lualaba;Lualaba;Nuit;NR;583
202004;WE;Haut-Lomami;Haut-Katanga;Haut-Katanga;Jour;NR;38
202004;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Jour;NR;1857
202004;WE;Haut-Lomami;Haut-Lomami;Haut-Lomami;Nuit;NR;1174
202004;WE;Haut-Lomami;Haut-Lomami;Hors_Zone;Jour;NR;245
202004;WE;Haut-Lomami;Haut-Lomami;Hors_Zone;Nuit;NR;246
202004;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;NR;2201
202004;WE;Haut-Lomami;Hors_Zone;Haut-Lomami;Nuit;NR;546
202004;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;NR;4184
202004;WE;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;NR;1194
202004;WE;Haut-Lomami;Hors_Zone;Kasai;Nuit;NR;37
202004;WE;Haut-Lomami;Lomami;Lomami;Jour;NR;45
202004;WE;Haut-Uele;Hors_Zone;Haut-Uele;Jour;NR;83
202004;WE;Haut-Uele;Hors_Zone;Hors_Zone;Jour;NR;321
202004;WE;Haut-Uele;Hors_Zone;Hors_Zone;Nuit;NR;83
202004;WE;Ituri;Hors_Zone;Hors_Zone;Jour;NR;2719
202004;WE;Ituri;Hors_Zone;Hors_Zone;Nuit;NR;761
202004;WE;Ituri;Hors_Zone;Ituri;Jour;NR;2686
202004;WE;Ituri;Hors_Zone;Ituri;Nuit;NR;448
202004;WE;Ituri;Ituri;Hors_Zone;Jour;NR;38
202004;WE;Ituri;Ituri;Hors_Zone;Nuit;NR;38
202004;WE;Ituri;Ituri;Ituri;Jour;NR;1986
202004;WE;Ituri;Ituri;Ituri;Nuit;NR;1613
202004;WE;Kasai;Hors_Zone;Hors_Zone;Jour;NR;3616
202004;WE;Kasai;Hors_Zone;Hors_Zone;Nuit;NR;1269
202004;WE;Kasai;Hors_Zone;Kasai;Jour;NR;918
202004;WE;Kasai;Hors_Zone;Kasai;Nuit;NR;235
202004;WE;Kasai;Kasai;Hors_Zone;Jour;NR;38
202004;WE;Kasai;Kasai;Hors_Zone;Nuit;NR;38
202004;WE;Kasai;Kasai;Kasai;Jour;NR;852
202004;WE;Kasai;Kasai;Kasai;Nuit;NR;652
202004;WE;Kasai;Kasai;Kasai-Central;Jour;NR;45
202004;WE;Kasai;Kasai;Kasai-Central;Nuit;NR;45
202004;WE;Kasai;Kasai-Central;Kasai-Central;Jour;NR;41
202004;WE;Kasai;Kasai-Central;Kasai-Central;Nuit;NR;41
202004;WE;Kasai-Central;Hors_Zone;Hors_Zone;Jour;NR;7629
202004;WE;Kasai-Central;Hors_Zone;Hors_Zone;Nuit;NR;2611
202004;WE;Kasai-Central;Hors_Zone;Kasai-Central;Jour;NR;4327
202004;WE;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;NR;1155
202004;WE;Kasai-Central;Kasai-Central;Hors_Zone;Jour;NR;197
202004;WE;Kasai-Central;Kasai-Central;Hors_Zone;Nuit;NR;122
202004;WE;Kasai-Central;Kasai-Central;Kasai-Central;Jour;NR;3335
202004;WE;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;NR;2816
202004;WE;Kasai-Central;Kasai-Oriental;Hors_Zone;Jour;NR;86
202004;WE;Kasai-Central;Kasai-Oriental;Hors_Zone;Nuit;NR;86
202004;WE;Kasai-Central;Lomami;Hors_Zone;Jour;NR;38
202004;WE;Kasai-Oriental;Haut-Katanga;Haut-Katanga;Jour;NR;86
202004;WE;Kasai-Oriental;Haut-Katanga;Haut-Katanga;Nuit;NR;86
202004;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;NR;21591
202004;WE;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;NR;9302
202004;WE;Kasai-Oriental;Hors_Zone;Kasai-Central;Jour;NR;86
202004;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;NR;9625
202004;WE;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;NR;3617
202004;WE;Kasai-Oriental;Hors_Zone;Lomami;Jour;NR;41
202004;WE;Kasai-Oriental;Hors_Zone;Lomami;Nuit;NR;41
202004;WE;Kasai-Oriental;Kasai-Central;Kasai-Central;Jour;NR;41
202004;WE;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Jour;NR;1125
202004;WE;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Nuit;NR;989
202004;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;NR;11656
202004;WE;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;NR;9434
202004;WE;Kasai-Oriental;Lomami;Hors_Zone;Jour;NR;38
202004;WE;Kasai-Oriental;Lomami;Hors_Zone;Nuit;NR;38
202004;WE;Kasai-Oriental;Lomami;Kasai-Oriental;Jour;NR;41
202004;WE;Kasai-Oriental;Lomami;Kasai-Oriental;Nuit;NR;41
202004;WE;Kasai-Oriental;Lomami;Lomami;Jour;NR;213
202004;WE;Kasai-Oriental;Lomami;Lomami;Nuit;NR;38
202004;WE;Kinshasa;Haut-Katanga;Haut-Katanga;Jour;NR;78
202004;WE;Kinshasa;Haut-Katanga;Haut-Katanga;Nuit;NR;78
202004;WE;Kinshasa;Hors_Zone;Hors_Zone;Jour;NR;102316
202004;WE;Kinshasa;Hors_Zone;Hors_Zone;Nuit;NR;43269
202004;WE;Kinshasa;Hors_Zone;Kinshasa;Jour;NR;41085
202004;WE;Kinshasa;Hors_Zone;Kinshasa;Nuit;NR;13581
202004;WE;Kinshasa;Hors_Zone;Kongo-Central;Jour;NR;364
202004;WE;Kinshasa;Hors_Zone;Kongo-Central;Nuit;NR;200
202004;WE;Kinshasa;Kinshasa;Haut-Katanga;Jour;NR;41
202004;WE;Kinshasa;Kinshasa;Haut-Katanga;Nuit;NR;41
202004;WE;Kinshasa;Kinshasa;Hors_Zone;Jour;NR;5894
202004;WE;Kinshasa;Kinshasa;Hors_Zone;Nuit;NR;6268
202004;WE;Kinshasa;Kinshasa;Kinshasa;Jour;NR;122108
202004;WE;Kinshasa;Kinshasa;Kinshasa;Nuit;NR;108392
202004;WE;Kinshasa;Kinshasa;Kongo-Central;Jour;NR;402
202004;WE;Kinshasa;Kinshasa;Kongo-Central;Nuit;NR;443
202004;WE;Kinshasa;Kongo-Central;Hors_Zone;Jour;NR;38
202004;WE;Kinshasa;Kongo-Central;Hors_Zone;Nuit;NR;38
202004;WE;Kinshasa;Kongo-Central;Kinshasa;Jour;NR;394
